start_station_name,end_station_name,member_casual,date,avg_temp,value,month,day_of_week,season
12 Ave & W 40 St,Broadway & W 133 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 89 St & York Ave,Central Park West & W 85 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
West End Ave & W 60 St,Amsterdam Ave & W 79 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Kent St & McGuinness Blvd,Green St & McGuinness Blvd,member,2022-01-12,-1.9,1,1,Wednesday,winter
Christopher St & Greenwich St,Duane St & Hudson St,member,2022-01-12,-1.9,1,1,Wednesday,winter
West Drive & Prospect Park West,5 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
FDR Drive & E 35 St,E 41 St & Madison Ave (SE corner),casual,2022-01-12,-1.9,1,1,Wednesday,winter
Columbus Ave & W 95 St,Amsterdam Ave & W 79 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 St & 7 Ave,5 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park West & W 68 St,Central Park West & W 85 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park West & W 68 St,E 58 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 107 St & Columbus Ave,Amsterdam Ave & W 79 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
MacDougal St & Prince St,Duane St & Hudson St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 81 St & Park Ave,Central Park West & W 85 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 5 St & Cooper Sq,Canal St & Rutgers St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 42 St & Dyer Ave,E 41 St & Madison Ave (SE corner),member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway\t& W 48 St,Central Park West & W 85 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 51 St & 1 Ave,E 58 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Morton St & Washington St,North Moore St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
3 Ave & Schermerhorn St,Clermont Ave & Park Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lispenard St & Broadway,North Moore St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Allen St & Hester St,E 14 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Union Ave & Jackson St,Stagg St & Union Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broad St & Bridge St,Spruce St & Nassau St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 23 St & 1 Ave,E 14 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lispenard St & Broadway,North Moore St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 11 St & 1 Ave,E 14 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 7 St & Avenue A,Watts St & Greenwich St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
St Marks Pl & 2 Ave,E 14 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 161 St & River Ave,E 161 St & River Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Cedar St & Myrtle Ave,Cedar St & Myrtle Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Pier 40 - Hudson River Park,North Moore St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
St James Pl & Oliver St,Spruce St & Nassau St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 81 St & York Ave,North Moore St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fulton St & William St,W Broadway & Spring St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Prospect Pl & 6 Ave,Watts St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fort Washington Ave & W 173 St,W 190 St & Broadway,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 39 St & 2 Ave,E 115 St & Madison Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
2 Ave & E 29 St,E 14 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 27 St,Watts St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Smith St & 9 St,Underhill Ave & Lincoln Pl,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Lawrence St & Willoughby St,Spruce St & Nassau St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 11 St & 1 Ave,1 Ave & E 6 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Canal St & Rutgers St,Laight St & Hudson St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 1 St & 1 Ave,1 Ave & E 6 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Washington St & Gansevoort St,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 48 St &  Rockefeller Plaza,E 48 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Frederick Douglass Blvd & W 115 St,E 81 St & 2 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Warren St & W Broadway,E 39 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 19 St & 3 Ave,Lafayette St & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Mott St & Prince St,Market St & Henry St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 16 St & 5 Ave,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Allen St & Rivington St,1 Ave & E 6 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Barrow St & Hudson St,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
12 Ave & W 40 St,1 Ave & E 6 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 18 St,E 48 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
DeKalb Ave & S Portland Ave,West Drive & Prospect Park West,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 25 St & 6 Ave,1 Ave & E 6 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
DeKalb Ave & S Portland Ave,West Drive & Prospect Park West,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & Broome St,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Carlton Ave & Dean St,E 39 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Union St & Nevins St,West Drive & Prospect Park West,member,2022-01-12,-1.9,1,1,Wednesday,winter
Clinton St & Grand St,Market St & Henry St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 6 St,6 Ave & W 45 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Laight St & Hudson St,6 Ave & W 45 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Perry St & Bleecker St,Lafayette St & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Market St & Henry St,6 Ave & W 45 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Lafayette St & E 8 St,Christopher St & Greenwich St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 39 St & Lexington Ave,6 Ave & W 45 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 81 St & 2 Ave,E 81 St & 2 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 32 St & Park Ave,6 Ave & W 45 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 44 St & Lexington Ave,6 Ave & W 45 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 13 St & 7 Ave,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park West & W 68 St,E 39 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
University Pl & E 14 St,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
University Pl & E 14 St,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lawrence St & Willoughby St,Carroll St & Columbia St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Washington Pl & 6 Ave,E 4 St & Ave B,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 3 St & 1 Ave,Christopher St & Greenwich St,member,2022-01-12,-1.9,1,1,Wednesday,winter
West St & Chambers St,Laight St & Hudson St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 52 St & 6 Ave,E 39 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park W & W 103 St,W 100 St & Manhattan Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
4 Ave & 3 St,Ashland Pl & Dekalb Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 116 St & Broadway,W 100 St & Manhattan Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Knickerbocker Ave & Thames St,Withers St & Kingsland Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Henry St & Atlantic Ave,Coffey St & Conover St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Wilson Ave & Moffat St,Central Ave & Weirfield St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Melrose St & Broadway,DeKalb Ave & Franklin Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 58 St,W 100 St & Manhattan Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Melrose St & Broadway,DeKalb Ave & Franklin Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 79 St,W 100 St & Manhattan Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
DeKalb Ave & Hudson Ave,Ashland Pl & Dekalb Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 95 St & Broadway,W 100 St & Manhattan Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Ave & Woodbine St,Central Ave & Weirfield St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 110 St & Amsterdam Ave,W 100 St & Manhattan Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 59 St & 10 Ave,W 100 St & Manhattan Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & E 21 St,E 15 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 16 St,E 5 St & Cooper Sq,member,2022-01-12,-1.9,1,1,Wednesday,winter
University Pl & E 8 St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Grove St & Broadway,Montrose Ave & Bushwick Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 41 St & 8 Ave,E 5 St & Cooper Sq,member,2022-01-12,-1.9,1,1,Wednesday,winter
9 Ave & W 22 St,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Riverside Dr & W 104 St,Riverside Dr & W 78 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Jay St & York St,Montrose Ave & Bushwick Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lexington Ave & E 26 St,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Washington St & Gansevoort St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Clinton Ave & Myrtle Ave,Lefferts Pl & Franklin Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 53 St & Lexington Ave,E 44 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 78 St,2 Ave & E 55 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Crescent St & 34 Ave,Vernon Blvd & 47 Rd,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 51 St & Lexington Ave,E 44 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Suydam St & Knickerbocker Ave,Morgan Ave & Maspeth Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Suydam St & Knickerbocker Ave,Halsey St & Evergreen Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 43 St & 10 Ave,2 Ave & E 55 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
31 Ave & 34 St,Vernon Blvd & 47 Rd,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 44 St & 5 Ave,2 Ave & E 55 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 22 St & 8 Ave,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 26 St & 8 Ave,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Eastern Pkwy & Franklin Ave,Lewis Ave & Madison St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Thompson St & Bleecker St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 58 St & 3 Ave,E 44 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Canal St & Rutgers St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 25 St & 1 Ave,E 15 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 17 St & 8 Ave,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 33 St & 1 Ave,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & Kosciuszko St,Lewis Ave & Madison St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 20 St & 7 Ave,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 58 St & 1 Ave (NW Corner),E 44 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
MacDougal St & Washington Sq,E 5 St & Cooper Sq,member,2022-01-12,-1.9,1,1,Wednesday,winter
Sullivan St & Washington Sq,E 5 St & Cooper Sq,casual,2022-01-12,-1.9,1,1,Wednesday,winter
47 Ave & 31 St,Center Blvd & 51 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 37 St & 10 Ave,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Franklin Ave & Myrtle Ave,Lefferts Pl & Franklin Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
2 Ave & E 104 St,2 Ave & E 55 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 58 St,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 36 St & 9 Ave,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 30 St,E 44 St & Lexington Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Vernon Blvd & 50 Ave,Center Blvd & 51 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Vernon Blvd & 50 Ave,Center Blvd & 51 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 33 St,8 Ave & W 38 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 13 St & 2 Ave,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lafayette St & E 8 St,E 15 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Forsyth St\t& Grand St,E 15 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
West St & Liberty St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
University Pl & E 14 St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
University Pl & E 14 St,W 13 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 3 St & 1 Ave,E 15 St & 3 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Allen St & Hester St,Washington Pl & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 31 St,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 7 St & Avenue A,E 3 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
31 St & Newtown Ave,35 St & 23 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 54 St & 1 Ave,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park S & 6 Ave,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & E 21 St,Washington Pl & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
3 Ave & E 71 St,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 2 St & Avenue C,Washington Pl & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Forsyth St & Broome St,E 3 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Forsyth St & Broome St,E 3 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Washington Ave & Greene Ave,Evergreen Ave & Noll St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
McKibbin St & Bogart St,Evergreen Ave & Noll St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 74 St & 1 Ave,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Dock St & Front St,Kane St & Clinton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Centre St & Chambers St,St James Pl & Pearl St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 44 St & 11 Ave,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 68 St,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Smith St & 3 St,Park Pl & Franklin Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Plaza St West & Flatbush Ave,Park Pl & Franklin Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Cadman Plaza E & Red Cross Pl,Kane St & Clinton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
State St & Smith St,Kane St & Clinton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Carroll St & Smith St,Kane St & Clinton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Broadway & W 36 St,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
34 Ave & 38 St,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 91 St & 2 Ave,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
2 Ave & E 31 St,E 3 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 39 St & Lexington Ave,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
St James Pl & Oliver St,St James Pl & Pearl St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 15 St & 3 Ave,Washington Pl & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 44 St & Lexington Ave,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 44 St & Lexington Ave,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 17 St & Broadway,Washington Pl & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 51 St & 1 Ave,3 Ave & E 62 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
10 Ave & W 28 St,W 52 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
3 Ave & E 62 St,3 Ave & E 62 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 49 St,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 70 St & Amsterdam Ave,Central Park West & W 76 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Front St & Washington St,Suffolk St & Stanton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
S 5 Pl & S 5 St,Berry St & N 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 22 St & 8 Ave,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 29 St & 9 Ave,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Plaza Dr & W 170 St,Nelson Ave & 167 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 56 St & 10 Ave,Central Park West & W 76 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 49 St,E 44 St & 2 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 45 St & 3 Ave,E 44 St & 2 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 11 St & 6 Ave,Suffolk St & Stanton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 47 St & Park Ave,Suffolk St & Stanton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 31 St,W 95 St & Broadway,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & W 33 St,Central Park West & W 76 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 73 St,W 95 St & Broadway,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & W 33 St,E 44 St & 2 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Madison Ave & E 26 St,34 St & 38 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Berkeley Pl & 7 Ave,Atlantic Ave & Fort Greene Pl,casual,2022-01-12,-1.9,1,1,Wednesday,winter
W 21 St & 6 Ave,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 50 St & 9 Ave,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
North Moore St & Greenwich St,W 26 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 104 St & Amsterdam Ave,W 95 St & Broadway,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 27 St & 7 Ave,W 26 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Driggs Ave & N Henry St,Berry St & N 8 St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Clinton St & Grand St,E 44 St & 2 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
West End Ave & W 94 St,W 95 St & Broadway,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 59 St & 10 Ave,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Moffat St & Bushwick,Greene Ave & Throop Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Albany St & Greenwich St,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Franklin St & Dupont St,Berry St & N 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Madison Ave & E 26 St,E 44 St & 2 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 140 St & Riverside Dr,Central Park West & W 76 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Steinway St & Broadway,E 58 St & 1 Ave (NW Corner),casual,2022-01-12,-1.9,1,1,Wednesday,winter
E 63 St & 3 Ave,E 58 St & 1 Ave (NW Corner),member,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 33 St,E 44 St & 2 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Carroll St & 6 Ave,Atlantic Ave & Fort Greene Pl,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lenox Ave & W 115 St,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 63 St & Broadway,Central Park West & W 76 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Pier 40 - Hudson River Park,Suffolk St & Stanton St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
Berry St & N 8 St,Berry St & N 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
LaGuardia Pl & W 3 St,Suffolk St & Stanton St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Metropolitan Ave & Bedford Ave,Suffolk St & Stanton St,casual,2022-01-12,-1.9,1,1,Wednesday,winter
N 6 St & Bedford Ave,Berry St & N 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 95 St & Broadway,W 95 St & Broadway,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & W 45 St,W 43 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 39 St & Lexington Ave,Atlantic Ave & Fort Greene Pl,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 44 St & Lexington Ave,W 26 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Lenox Ave & W 130 St,W 26 St & 10 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 70 St & Amsterdam Ave,W 49 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 47 St & 6 Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Wythe Ave & Metropolitan Ave,Leonard St & Nassau Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fulton St & Clermont Ave,Pioneer St & Van Brunt St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Fulton St & Broadway,Spruce St & Gold St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Nassau Ave & Russell St,Leonard St & Nassau Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Nagle Ave & Ellwood St,Broadway & W 192 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
6 Ave & W 33 St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
South St & Gouverneur Ln,Ave D & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
Greenwich Ave & 8 Ave,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 11 St & 6 Ave,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 66 St,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
9 Ave & W 45 St,W 49 St & 8 Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
8 Ave & W 31 St,W 49 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 37 St & 10 Ave,W 49 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Sullivan St & Washington Sq,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 22 St & 10 Ave,W 22 St & 8 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Central Park W & W 103 St,E 118 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Amsterdam Ave & W 136 St,E 118 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 2 St & Avenue C,Ave D & E 8 St,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 16 St & 5 Ave,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Bleecker St & Crosby St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
1 Ave & E 110 St,E 118 St & 1 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Greenwich St & W Houston St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Grand St & Samuel Dickstein Plaza,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Menahan St & Seneca Ave,Menahan St & Seneca Ave,casual,2022-01-12,-1.9,1,1,Wednesday,winter
9 Ave & W 45 St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
Union Ave & Wallabout St,W 21 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 85 St & 3 Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
W 47 St & 6 Ave,W 51 St & 6 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
E 58 St & 3 Ave,W 33 St & 7 Ave,member,2022-01-12,-1.9,1,1,Wednesday,winter
