start_station_name,end_station_name,member_casual,date,avg_temp,value,month,day_of_week,season
E 13 St & Avenue A,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
E 118 St & 1 Ave,1 Ave & E 110 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 51 St & Lexington Ave,Bleecker St & Crosby St,member,2022-01-22,-5.9,1,1,Saturday,winter
Broadway & W 56 St,E 59 St & Madison Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 104 St & Amsterdam Ave,E 116 St & 2 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
University Pl & E 8 St,W 15 St & 10 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Berry St & N 8 St,Hope St & Union Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 55 St & 2 Ave,Broadway & W 56 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich Ave & 8 Ave,W 18 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Allen St & Hester St,W 42 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Lenox Ave & W 111 St,3 Ave & E 112 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Union Ave & Jackson St,Nassau Ave & Russell St,member,2022-01-22,-5.9,1,1,Saturday,winter
Catherine St & Monroe St,Fulton St & Broadway,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 102 St & 1 Ave,W 104 St & Amsterdam Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 78 St & 2 Ave,Central Park West & W 72 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 19 St & 3 Ave,Dean St & Franklin Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Central Park North & Adam Clayton Powell Blvd,Central Park West & W 72 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Jackson Ave & 46 Rd,31 St & Newtown Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 40 St & Park Ave,6 Ave & W 34 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 58 St & 1 Ave (NW Corner),1 Ave & E 62 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Norfolk St & Broome St,Allen St & Hester St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Madison Ave & E 26 St,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
E 1 St & 1 Ave,E 11 St & Avenue B,casual,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 66 St,Amsterdam Ave & W 82 St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 110 St,2 Ave & E 104 St,member,2022-01-22,-5.9,1,1,Saturday,winter
45 Ave & 21 St,46 Ave & 5 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Division Ave & Hooper St,Old Slip & South St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 47 St & Park Ave,W 41 St & 8 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Willoughby Ave & Hall St,Kent St & McGuinness Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
W 30 St & 10 Ave,W 31 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Milton St & Franklin St,Plaza St West & Flatbush Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Graham Ave & Herbert St,Nassau Ave & Russell St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Bergen St & Flatbush Ave,Court St & Nelson St,member,2022-01-22,-5.9,1,1,Saturday,winter
35 Ave & 37 St,31 St & Newtown Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
34th Ave & Vernon Blvd,Vernon Blvd & 50 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Forsyth St & Canal St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 89 St & Columbus Ave,W 84 St & Columbus Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
South St & Gouverneur Ln,Pike St & Monroe St,member,2022-01-22,-5.9,1,1,Saturday,winter
North Moore St & Greenwich St,Centre St & Chambers St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 76 St & Columbus Ave,Amsterdam Ave & W 82 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Cleveland Pl & Spring St,Norfolk St & Broome St,member,2022-01-22,-5.9,1,1,Saturday,winter
Washington Ave & E 163 St,Frederick Douglass Blvd & W 145 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 18 St & 6 Ave,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
9 Ave & W 18 St,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Boerum Pl\t& Pacific St,Union St & 4 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Plaza St East & Flatbush Ave,10 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
S 3 St & Bedford Ave,Huron St & Franklin St,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Ave & Melrose St,Wilson Ave & Moffat St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette Ave & Ft Greene Pl,Fulton St & Irving Pl,casual,2022-01-22,-5.9,1,1,Saturday,winter
36 St & Ditmars Blvd,31 St & Ditmars Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
Henry St & Atlantic Ave,Johnson St & Gold St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 39 St,E 33 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Lispenard St & Broadway,St James Pl & Oliver St,member,2022-01-22,-5.9,1,1,Saturday,winter
Allen St & Hester St,Willoughby Ave & Hall St,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park S & 6 Ave,Lexington Ave & E 36 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 24 St & 7 Ave,W 48 St &  Rockefeller Plaza,member,2022-01-22,-5.9,1,1,Saturday,winter
E 74 St & 1 Ave,E 89 St & York Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Riverside Dr & W 72 St,Sullivan St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
3 Ave & Schermerhorn St,Myrtle Ave & Fleet Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
Broadway & W 56 St,Sullivan St & Washington Sq,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 21 St & 6 Ave,W 37 St & 10 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Front St & Washington St,Smith St & 3 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 47 St & 10 Ave,E 65 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 89 St & Columbus Ave,Amsterdam Ave & W 82 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 15 St & 7 Ave,W 20 St & 8 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Spring St & Hudson St,W 20 St & 8 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 16 St & 5 Ave,1 Ave & E 18 St,member,2022-01-22,-5.9,1,1,Saturday,winter
34 Ave & 48 St,43 St & 37 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Mott St & Prince St,1 Ave & E 18 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W Mosholu Pkwy S & Sedgwick Ave,Grand Concourse & E Mosholu Pkwy S,member,2022-01-22,-5.9,1,1,Saturday,winter
Grove St & Broadway,Broadway & Kosciuszko St,member,2022-01-22,-5.9,1,1,Saturday,winter
Berry St & N 8 St,Huron St & Franklin St,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park S & 6 Ave,Lexington Ave & E 36 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 93 St & 2 Ave,Central Park North & Adam Clayton Powell Blvd,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich St & Perry St,West End Ave & W 60 St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 78 St,E 106 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 78 St,E 106 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
McGuinness Blvd & Eagle St,Vernon Blvd & 50 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
West Broadway & Watts St,S 5 Pl & S 5 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 31 St & 7 Ave,E 2 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
South St & Whitehall St,Water St & Gouverneur Ln,member,2022-01-22,-5.9,1,1,Saturday,winter
Crescent St & Broadway,30 Ave & 41 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 53 St & Madison Ave,W 55 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 26 St & 8 Ave,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
Columbia St & W 9 St,Columbia St & W 9 St,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 62 St,E 75 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & W 33 St,Sullivan St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
W 47 St & 10 Ave,West Thames St,member,2022-01-22,-5.9,1,1,Saturday,winter
Jefferson St & Cypress Ave,Nassau Ave & Russell St,casual,2022-01-22,-5.9,1,1,Saturday,winter
State St & Smith St,Clark St & Henry St,member,2022-01-22,-5.9,1,1,Saturday,winter
47 Ave & 31 St,W 18 St & 9 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 33 St & 1 Ave,E 33 St & 1 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Bergen St & Flatbush Ave,Bergen St & Flatbush Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
St James Pl & Oliver St,St James Pl & Oliver St,member,2022-01-22,-5.9,1,1,Saturday,winter
Pike St & E Broadway,Sands St & Jay St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 106 St & Madison Ave,3 Ave & E 112 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Grand St & Elizabeth St,6 Ave & Broome St,member,2022-01-22,-5.9,1,1,Saturday,winter
Carmine St & 6 Ave,6 Ave & Broome St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 74 St & Columbus Ave,W 92 St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
E 19 St & 3 Ave,Howard St & Lafayette St,member,2022-01-22,-5.9,1,1,Saturday,winter
Greenwich Ave & Charles St,E 2 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
Howard St & Lafayette St,Howard St & Lafayette St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 16 St & 5 Ave,W 13 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 16 St & 5 Ave,W 13 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 37 St & 10 Ave,E 13 St & 2 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Washington Ave & E 163 St,Bergen Ave & E 152 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 42 St & 8 Ave,11 Ave & W 41 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 42 St & 8 Ave,11 Ave & W 41 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 10 St & Avenue A,Christopher St & Greenwich St,member,2022-01-22,-5.9,1,1,Saturday,winter
Fulton St & Clermont Ave,Lefferts Pl & Franklin Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 7 St & Ave C,E 15 St & 3 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Broadway & E 21 St,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 31 St & 7 Ave,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 22 St & 8 Ave,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
West End Ave & W 107 St,West End Ave & W 107 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 2 St & Avenue B,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
W 48 St &  Rockefeller Plaza,E 48 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 27 St & 7 Ave,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Broadway & W 29 St,E 48 St & 5 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park W & W 91 St,Madison Ave & E 99 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Wyckoff Ave & Gates Ave,Madison St & Seneca Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Riverside Dr & W 82 St,West End Ave & W 107 St,member,2022-01-22,-5.9,1,1,Saturday,winter
University Pl & E 14 St,E 11 St & Avenue B,member,2022-01-22,-5.9,1,1,Saturday,winter
10 Ave & W 28 St,W 24 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 141 St & Jackson Ave,Morris Ave & E 142 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 15 St & 7 Ave,Mercer St & Bleecker St,member,2022-01-22,-5.9,1,1,Saturday,winter
Bergen St & 4 Ave,Dean St & Hoyt St,member,2022-01-22,-5.9,1,1,Saturday,winter
Driggs Ave & N 9 St,45 Rd & 11 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Fulton St & Waverly Ave,Fulton St & Clermont Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Court St & Nelson St,Dean St & Hoyt St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Court St & Nelson St,4 Ave & 17 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
31 St & Ditmars Blvd,21 St & 23 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
6 St & 7 Ave,Union St & 4 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 38 St,Mercer St & Bleecker St,member,2022-01-22,-5.9,1,1,Saturday,winter
Center Blvd & 48 Ave,45 Rd & 11 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 24 St & 7 Ave,Pike St & Monroe St,member,2022-01-22,-5.9,1,1,Saturday,winter
Underhill Ave & Lincoln Pl,Powers St & Olive St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 97 St & Madison Ave,E 85 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 89 St & Columbus Ave,W 84 St & Columbus Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 56 St & 10 Ave,E 56 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Carmine St & 6 Ave,E 56 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Amsterdam Ave & W 79 St,W 84 St & Columbus Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 58 St & 1 Ave (NW Corner),E 89 St & York Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
Thompson St & Bleecker St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
Clinton St & Grand St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 100 St & Manhattan Ave,W 84 St & Columbus Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Atlantic Ave & Fort Greene Pl,7 Ave & Park Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park West & W 85 St,W 87 St & West End Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 48 St &  Rockefeller Plaza,E 56 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 41 St & Madison Ave (SE corner),E 30 St & Park Ave S,member,2022-01-22,-5.9,1,1,Saturday,winter
Cherry St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 116 St & 2 Ave,E 89 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 92 St & Broadway,W 87 St & West End Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 54 St & 11 Ave,W 55 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 51 St & 2 Ave,E 89 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 6 St,Pike St & Monroe St,member,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & W 45 St,W 55 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 6 St,Pike St & Monroe St,member,2022-01-22,-5.9,1,1,Saturday,winter
Forsyth St\t& Grand St,Henry St & Grand St,member,2022-01-22,-5.9,1,1,Saturday,winter
6 St & 7 Ave,Union St & Nevins St,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 54 St & 9 Ave,W 55 St & 6 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
3 St & 7 Ave,7 Ave & Park Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
Madison Ave & E 82 St,E 85 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 88 St & Park Ave,E 89 St & York Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Bushwick Ave & Powers St,Powers St & Olive St,member,2022-01-22,-5.9,1,1,Saturday,winter
Evergreen Ave & Noll St,Powers St & Olive St,member,2022-01-22,-5.9,1,1,Saturday,winter
Monroe St & Tompkins Ave,Melrose St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
Lexington Ave & E 36 St,W 34 St & 11 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E Fordham Rd & Webster Ave,Margaret Corbin Plz & Ft Washington Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 5 St & Ave A,University Pl & E 8 St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 10 St & Washington St,University Pl & E 8 St,member,2022-01-22,-5.9,1,1,Saturday,winter
45 Ave & 21 St,Clinton Ave & Flushing Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 31 St,Sullivan St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
6 Ave & W 33 St,W 37 St & 10 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Lispenard St & Broadway,Sullivan St & Washington Sq,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 21 St & 6 Ave,W 37 St & 10 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Adelphi St & Myrtle Ave,Myrtle Ave & Fleet Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
Avenue D & E 3 St,University Pl & E 8 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Willoughby St & Fleet St,Myrtle Ave & Fleet Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
Cherry St,Sullivan St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
E 72 St & Park Ave,E 68 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
10 Ave & W 14 St,W 34 St & 11 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
11 Ave & W 41 St,W 34 St & 11 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 17 St & Broadway,University Pl & E 8 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 5 St & Cooper Sq,Sullivan St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
E 31 St & 3 Ave,W 37 St & 10 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 52 St & 6 Ave,W 34 St & 11 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
W 34 St & 11 Ave,Central Park West & W 72 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Underhill Ave & Pacific St,Dean St & Franklin Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
McKibbin St & Manhattan Ave,McKibbin St & Manhattan Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Lincoln Pl & Classon Ave,Court St & Nelson St,member,2022-01-22,-5.9,1,1,Saturday,winter
Union Ave & Wallabout St,Metropolitan Ave & Bedford Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Prospect Pl & 6 Ave,Dean St & Franklin Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
11 Ave & W 41 St,E 16 St & Irving Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 6 St,1 Ave & E 18 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park West & W 68 St,Central Park West & W 72 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Central Park West & W 68 St,Central Park West & W 72 St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette St & E 8 St,1 Ave & E 18 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
E 17 St & Broadway,1 Ave & E 18 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 17 St & Broadway,E 16 St & Irving Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
E 17 St & Broadway,E 16 St & Irving Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
Great Jones St,E 16 St & Irving Pl,member,2022-01-22,-5.9,1,1,Saturday,winter
W 52 St & 6 Ave,E 84 St & Park Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Crescent St & 35 Ave,43 St & 37 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Crescent St & 35 Ave,31 St & Newtown Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Jerome Ave & E Mosholu Parkway S,Botanical Sq & Webster Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 63 St & Broadway,Clinton St & Cherry St,member,2022-01-22,-5.9,1,1,Saturday,winter
9 Ave & W 45 St,Amsterdam Ave & W 66 St,member,2022-01-22,-5.9,1,1,Saturday,winter
E 77 St & 3 Ave,E 65 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
10 Ave & W 14 St,W 15 St & 10 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 84 St & Park Ave,W 15 St & 10 Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
1 Ave & E 18 St,E 39 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 46 St & 11 Ave,W 90 St & Amsterdam Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 218 St & Broadway,Seaman Ave & Beak St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Clinton St & Grand St,Clinton St & Cherry St,member,2022-01-22,-5.9,1,1,Saturday,winter
W 27 St & 7 Ave,E 39 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Market St & Henry St,Market St & Cherry St,member,2022-01-22,-5.9,1,1,Saturday,winter
Madison Ave & E 82 St,E 65 St & 2 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Jackson St & Leonard St,India St & Manhattan Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Meserole Ave & Manhattan Ave,Nassau Ave & Russell St,member,2022-01-22,-5.9,1,1,Saturday,winter
Centre St & Chambers St,West Thames St,member,2022-01-22,-5.9,1,1,Saturday,winter
Morton St & Washington St,Fulton St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
Humboldt St & Varet St,Broadway & Whipple St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Nassau Ave & Newell St,Devoe St & Lorimer St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Halsey St & Broadway,Wilson Ave & Moffat St,member,2022-01-22,-5.9,1,1,Saturday,winter
Boerum Pl\t& Pacific St,Van Brunt St & Wolcott St,member,2022-01-22,-5.9,1,1,Saturday,winter
Jackson Ave & 46 Rd,Devoe St & Lorimer St,member,2022-01-22,-5.9,1,1,Saturday,winter
Bergen St & Flatbush Ave,Monroe St & Classon Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
McKibbin St & Bogart St,Monroe St & Classon Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Broadway & Morris St,West Thames St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Hancock St & Bedford Ave,Bedford Ave & S 9 St,casual,2022-01-22,-5.9,1,1,Saturday,winter
Driggs Ave & N 9 St,Broadway & Whipple St,member,2022-01-22,-5.9,1,1,Saturday,winter
Driggs Ave & N 9 St,Nassau Ave & Russell St,member,2022-01-22,-5.9,1,1,Saturday,winter
Berry St & N 8 St,Nassau Ave & Russell St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette Ave & Classon Ave,Monroe St & Classon Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Macon St & Nostrand Ave,Fulton St & Irving Pl,casual,2022-01-22,-5.9,1,1,Saturday,winter
Lafayette St & E 8 St,Fulton St & Broadway,casual,2022-01-22,-5.9,1,1,Saturday,winter
Forsyth St\t& Grand St,Fulton St & Broadway,member,2022-01-22,-5.9,1,1,Saturday,winter
Fulton St & Utica Ave,Putnam Ave & Nostrand Ave,casual,2022-01-22,-5.9,1,1,Saturday,winter
West St & Liberty St,West Thames St,member,2022-01-22,-5.9,1,1,Saturday,winter
Lefferts Pl & Franklin Ave,Putnam Ave & Nostrand Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
46 Ave & 5 St,Jackson Ave & 46 Rd,member,2022-01-22,-5.9,1,1,Saturday,winter
Tompkins Ave & Hopkins St,Emerson Pl & Myrtle Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Crescent St & Broadway,Jackson Ave & 46 Rd,member,2022-01-22,-5.9,1,1,Saturday,winter
W 11 St & 6 Ave,E 19 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
4 Ave & E 12 St,E 19 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 11 St & 6 Ave,MacDougal St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
Catherine St & Monroe St,E 19 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
E 39 St & 2 Ave,W 36 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 11 St & 6 Ave,MacDougal St & Washington Sq,member,2022-01-22,-5.9,1,1,Saturday,winter
Congress St & Clinton St,Schermerhorn St & Court St,member,2022-01-22,-5.9,1,1,Saturday,winter
4 Ave & E 12 St,E 19 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
W 51 St & Rockefeller Plaza,E 19 St & 3 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Nevins St & Schermerhorn St,Henry St & Degraw St,member,2022-01-22,-5.9,1,1,Saturday,winter
State St & Smith St,Henry St & Degraw St,casual,2022-01-22,-5.9,1,1,Saturday,winter
8 Ave & W 52 St,W 36 St & 7 Ave,member,2022-01-22,-5.9,1,1,Saturday,winter
Chester Ave & 12 Ave,7 Ave & 41 St,member,2022-01-22,-5.9,1,1,Saturday,winter
State St & Smith St,Henry St & Degraw St,member,2022-01-22,-5.9,1,1,Saturday,winter
